id,appointment_id,name,price,loyalty_points
f1fc7009-0c44-4f89-ac98-5de9ce58095c,7416ebc3-12ce-4000-87fb-82973722ebf4,Full Head Colour,85.0,80
c47d4d1d-30e8-45f8-bfb1-89122fceac2a,e01901d2-bbdc-485f-a3ee-8d4a5e8d77fe,Eyebrow Tint,7.0,10
40f75040-fbad-484d-8c55-32790ee9ade3,e01901d2-bbdc-485f-a3ee-8d4a5e8d77fe,Spray Tan,18.0,20
277a58ca-31ca-4715-a7a2-af9af073a4da,57b23971-74f4-464c-b79b-3326cd01fc15,Eyebrow Tint,7.0,10
7f8f112c-1804-45c1-8166-9f1395c1f299,35d69069-1b3f-4921-b048-65765d8f495f,Manicure,26.0,20
a1a5b909-c2b9-4306-a81e-0f415372d493,35d69069-1b3f-4921-b048-65765d8f495f,Leg Wax,40.0,40
1a2605f1-9579-4935-af1c-e14989f692c5,35d69069-1b3f-4921-b048-65765d8f495f,Eyebrow Tint,7.0,10
4c6b7ed3-910a-43c0-a1b6-27e835907e30,76544614-e172-44fd-a5a2-a0ac172630ca,Scalp Massage,21.0,20
176129be-3ec4-4c86-866f-f463c63ff0f6,49eb6e7f-1844-4922-ae6f-ba546cdd2551,Spray Tan,18.0,20
ba7890fc-b2be-4ad5-af21-d258f4dcef8d,49eb6e7f-1844-4922-ae6f-ba546cdd2551,Skin Peel,60.0,60
f7918019-d906-40de-9324-6de8156c8e52,f62408c5-9d50-4895-9c5c-722199082524,Eyebrow Wax,15.0,15
86405d0c-d475-4d64-a66a-42a8c638fe3d,f62408c5-9d50-4895-9c5c-722199082524,Spray Tan,18.0,20
860e86dc-3804-4923-956b-42478dc08a12,10c242b3-385c-413e-a6e6-2e788291ee91,Skin Peel,60.0,60
eb0c4f16-5f16-4fb9-bee0-0f1af43adc95,10c242b3-385c-413e-a6e6-2e788291ee91,Cut & Style,28.0,30
5d03ffab-3218-49e9-8560-2a54fbbf1950,10c242b3-385c-413e-a6e6-2e788291ee91,Blowdry,20.0,20
016549bf-72a0-4d87-bf88-a7faa8eb01aa,76f2857c-9242-4adc-ba42-e8d391caea9d,Pedicure,46.0,40
6c23e051-c564-489e-b3ba-f6b308d8281b,921597eb-5f20-4eec-9c36-6df0ef21ed67,Pedicure,46.0,40
697c78af-0bc5-4944-aee3-e00a5511e67d,921597eb-5f20-4eec-9c36-6df0ef21ed67,Scalp Massage,21.0,20
02b2d4b3-ee98-49d0-96a3-d2a8b032b9d5,921597eb-5f20-4eec-9c36-6df0ef21ed67,Leg Wax,40.0,40
e9885fa2-aafb-4003-a3f4-c4cc9c952218,603418e0-bc71-44b8-81a9-b1f36c8364f7,Blowdry,20.0,20
92010c9e-7368-48b6-81ba-2b9165f41783,603418e0-bc71-44b8-81a9-b1f36c8364f7,Cut & Style,28.0,30
18a4eb92-c3bb-428c-8635-e8dc5573a446,603418e0-bc71-44b8-81a9-b1f36c8364f7,Eyebrow Tint,7.0,10
723c027b-b6d6-44e5-9163-125e4dee3353,54b186f6-bac3-495c-9873-54ec806e9f40,Scalp Massage,21.0,20
9973d747-7dcd-4789-8299-ae49af6d8505,5fdf2825-b1b3-4fa8-82e2-9b4b81f0ad7d,Spray Tan,18.0,20
604c951e-bffa-470c-ac60-e6a5614beca7,5fdf2825-b1b3-4fa8-82e2-9b4b81f0ad7d,Pedicure,46.0,40
ed3e72a4-01cb-400d-b7cf-7d830b6508dd,14933cc5-a18d-4a4c-9353-f863ca82308d,Scalp Massage,21.0,20
6b3dfb76-9dd5-4c99-8899-c92ca3e20520,8b2d9475-2ac5-44fa-979e-52282f79144f,Pedicure,46.0,40
84745cb2-e742-4866-b46d-e8bab7aa4304,8b2d9475-2ac5-44fa-979e-52282f79144f,Eyebrow Tint,7.0,10
7a891029-2234-44c8-a542-de9513e5930a,3c595a8e-5803-4c56-95d1-d7725fbc455c,Pedicure,46.0,40
68648f82-5d8a-4850-880e-814e1289d732,3c595a8e-5803-4c56-95d1-d7725fbc455c,Cut & Style,28.0,30
9c8ff0b6-ee1e-4e2c-9703-3777bbbef387,3c595a8e-5803-4c56-95d1-d7725fbc455c,Cut & Style,28.0,30
5bb6c50c-a20c-469b-bdeb-417b312da3b4,d613bc13-0f8d-4cb9-aea0-ad5200b873fc,Cut & Style,28.0,30
1b66a47b-3a68-4942-8e2b-351c0149f4ee,d613bc13-0f8d-4cb9-aea0-ad5200b873fc,Eyebrow Tint,7.0,10
13cfa963-2895-49f3-b19e-de4df162c3d5,d613bc13-0f8d-4cb9-aea0-ad5200b873fc,Eyebrow Tint,7.0,10
0bd85821-8289-47af-84fc-69eb306a6428,8d206383-2cd0-4b57-a133-56711866d78d,Full Head Colour,85.0,80
995dd9a3-8ccb-4bd5-aa01-b5d122cf3ed3,9c4461d8-b27c-4382-9f6e-330d5fbada42,Luxury Tri-Active Facial,35.0,30
17d54715-e322-4a93-bfdd-fecfc6291734,9c4461d8-b27c-4382-9f6e-330d5fbada42,Eyebrow Wax,15.0,15
3846c29e-fadb-473e-a5b6-5cdb04abef69,9c4461d8-b27c-4382-9f6e-330d5fbada42,Cut & Style,28.0,30
dcb9f56f-6b2a-4a70-b8c1-b1625e2b5d4b,ac6032ba-8e0f-4f66-acd2-a06d0bc874ec,Pedicure,46.0,40
f35add33-372c-4cd6-9f92-d7974c2b237f,ac6032ba-8e0f-4f66-acd2-a06d0bc874ec,Manicure,26.0,20
6858692d-22f5-4651-92f0-ed45566eaac3,ac6032ba-8e0f-4f66-acd2-a06d0bc874ec,Blowdry,20.0,20
2a7d824b-546e-4797-a30f-1f37d5eb4551,72f5d4fd-8a75-4fd6-95b8-b797c8467aaf,Scalp Massage,21.0,20
9c8b6f5e-630b-4fd5-93f8-360a92e68a03,72f5d4fd-8a75-4fd6-95b8-b797c8467aaf,Leg Wax,40.0,40
3b3cf149-457a-4983-8b18-99dcc807085f,39861ab7-2874-4527-bcb1-b4b31960e376,Luxury Tri-Active Facial,35.0,30
44836869-8f28-4a49-b16a-352f0aaceaa4,0aa74fd1-a826-430b-b837-110b44800592,Spray Tan,18.0,20
f812d7cf-8718-4824-af30-5ced8e605a2c,0aa74fd1-a826-430b-b837-110b44800592,Leg Wax,40.0,40
96b74534-881a-47a5-84cf-e5f8ad883017,0aa74fd1-a826-430b-b837-110b44800592,Pedicure,46.0,40
cf9ea07e-cd8a-4b73-aaa5-99b20a6f2473,39911c4e-3081-4a74-8f64-d250122e41ee,Leg Wax,40.0,40
606b55d1-53ae-4d9a-840e-71ebaaa8fab0,39911c4e-3081-4a74-8f64-d250122e41ee,Spray Tan,18.0,20
7fde798d-7199-4656-b757-dff4ddd414c8,07a77659-21b9-4eda-9f4e-54ea8b14f084,Spray Tan,18.0,20
7b6ba202-d910-4ad1-85e5-b38227eed605,07a77659-21b9-4eda-9f4e-54ea8b14f084,Luxury Tri-Active Facial,35.0,30
5ea14d62-e6e7-4e7a-8488-f83db72d7fc8,4afc90d1-4751-4842-bba3-9af64a708f10,Scalp Massage,21.0,20
b3a84613-f71a-4c99-bd29-02f24e0577e1,4afc90d1-4751-4842-bba3-9af64a708f10,Scalp Massage,21.0,20
1054be1e-5774-4133-83d8-070b11bbd3a0,2878e8b1-23bf-4225-abaa-db4f06bdee61,Cut & Style,28.0,30
ecd9ced0-9751-4085-8367-ef62d1987cb7,2878e8b1-23bf-4225-abaa-db4f06bdee61,Spray Tan,18.0,20
cb631136-7a56-4045-848e-9339be6f0532,2878e8b1-23bf-4225-abaa-db4f06bdee61,Scalp Massage,21.0,20
4b69d7f0-983b-434d-8931-c0aaebd536d8,82e01293-d9a4-413d-9da7-b67b4df7d878,Luxury Tri-Active Facial,35.0,30
4e02b9b9-daec-4e6b-871d-5147792b44b3,82e01293-d9a4-413d-9da7-b67b4df7d878,Spray Tan,18.0,20
605d6cbf-ac24-472d-9081-a75dc42f1b0a,82e01293-d9a4-413d-9da7-b67b4df7d878,Spray Tan,18.0,20
43a9282d-c92f-455f-ad4b-0c00bd73c4f3,db9cc646-0fbd-4d2b-bf0f-2b7f6e4c358d,Scalp Massage,21.0,20
21c33e3a-7e25-41f0-87f9-78e06dbc271b,db9cc646-0fbd-4d2b-bf0f-2b7f6e4c358d,Cut & Style,28.0,30
31767573-3c11-4263-ac3b-aba62e5469a6,4953a1fb-6915-4712-a4a6-1cfafe9ca328,Full Head Colour,85.0,80
ee245ea4-f76a-48c7-8936-e194d4bfe825,ad1d2c3f-5cf6-457c-a021-bbdc830b552a,Eyebrow Wax,15.0,15
bda72e5a-4dfb-41df-b03a-e3c1a9188eb0,ad1d2c3f-5cf6-457c-a021-bbdc830b552a,Scalp Massage,21.0,20
681493ca-1d46-4569-b3c2-421fb5b32603,ad1d2c3f-5cf6-457c-a021-bbdc830b552a,Pedicure,46.0,40
5d9ab64c-457b-4046-aee2-baea02e83561,6bbc0c40-b1bf-4036-bf1b-880443a08ab1,Spray Tan,18.0,20
e02d94ee-3c32-4c75-920c-d4c132d058a2,6bbc0c40-b1bf-4036-bf1b-880443a08ab1,Eyebrow Wax,15.0,15
044b03d1-3daa-4318-af8a-3762406f2f9b,2a835afd-f536-45db-bb09-9c7c51e6b28f,Leg Wax,40.0,40
ab7d9515-ad1b-4bd9-9ebd-0413625bfb8f,2a835afd-f536-45db-bb09-9c7c51e6b28f,Full Head Colour,85.0,80
f215813b-7035-48a4-98a6-9f5914f4a064,89a1d4cd-7be6-4aab-9fc7-8841635dfa91,Skin Peel,60.0,60
4d3d03fd-b814-4be1-a00c-11eecb1149c7,0dccc157-a204-488b-920d-5f331a120357,Blowdry,20.0,20
4f014628-4b73-4a60-b8b3-3b4f1079906e,0dccc157-a204-488b-920d-5f331a120357,Skin Peel,60.0,60
f17e4188-fdbb-4c05-8f26-d819bde84380,0dccc157-a204-488b-920d-5f331a120357,Eyebrow Tint,7.0,10
17be4175-fd66-4657-97fc-2dae93a6f3fc,ec204d75-ff43-47e5-b5d5-f26d88958be9,Skin Peel,60.0,60
5e6dfb8b-0fbe-41e5-ac49-e02df26a5c9e,ec204d75-ff43-47e5-b5d5-f26d88958be9,Pedicure,46.0,40
32731e1d-3b7f-4f44-b419-1bfaeb25fe7f,ec204d75-ff43-47e5-b5d5-f26d88958be9,Eyebrow Wax,15.0,15
d4cf4d40-cee7-4482-a9a1-839eae320a3b,567f8779-29b7-4abf-b945-a616fff43277,Eyebrow Tint,7.0,10
94f0a75c-f915-4ac6-95b4-078c67e03cf4,567f8779-29b7-4abf-b945-a616fff43277,Eyebrow Wax,15.0,15
0de9302f-f869-4c03-8fb7-17120fda07b7,68402911-0fc4-4e15-bfcf-dd1194e6fcaa,Eyebrow Wax,15.0,15
8c892c36-b0e0-4327-9d96-f6da3c93876d,bbf4c462-bbad-4a98-aa08-71d9e5dcdb75,Eyebrow Tint,7.0,10
b4324707-56b2-4c14-8364-23a96130bd82,1b2bd429-b921-4d75-8095-0679b3177991,Spray Tan,18.0,20
0f3d6932-7edc-41f8-a9f2-c52f7b42e257,1b2bd429-b921-4d75-8095-0679b3177991,Blowdry,20.0,20
3004170f-0141-4856-a0ed-9d4c67175f51,1b2bd429-b921-4d75-8095-0679b3177991,Manicure,26.0,20
883120c4-2eec-4e8d-8d36-adb79aaa59be,0c672f55-0988-4d04-9f86-a287d9d57d01,Eyebrow Wax,15.0,15
6376abae-7abc-4e79-8231-fe5c122fda32,0c672f55-0988-4d04-9f86-a287d9d57d01,Cut & Style,28.0,30
14a1fc09-9160-40ae-9502-cef991ded50b,0c672f55-0988-4d04-9f86-a287d9d57d01,Luxury Tri-Active Facial,35.0,30
5f6b8c46-5b12-4f2f-a120-d3fabf137d24,36ed1fc8-aa9e-4f14-99ba-6ebc52149755,Luxury Tri-Active Facial,35.0,30
99e4f0a1-0422-4948-851a-c4a50dabfdd4,36ed1fc8-aa9e-4f14-99ba-6ebc52149755,Luxury Tri-Active Facial,35.0,30
ec987f47-d3d2-4e8a-831c-52b767283d50,47835f0a-a063-4c7f-abe2-4e018b6f2d80,Full Head Colour,85.0,80
bfce9b88-70b9-4e53-98b4-bc384e41f55a,47835f0a-a063-4c7f-abe2-4e018b6f2d80,Pedicure,46.0,40
7b27e03d-aac0-4d61-b9a0-aa4805afef06,47835f0a-a063-4c7f-abe2-4e018b6f2d80,Skin Peel,60.0,60
e22c47d7-1a8c-493a-a138-82bf9ad31285,98eab02e-fad1-4b54-9e19-c3606807eb98,Skin Peel,60.0,60
16f55667-3895-47fd-9d7d-a53bec05535f,98eab02e-fad1-4b54-9e19-c3606807eb98,Spray Tan,18.0,20
dcf8d812-03fa-43fe-a104-ce53114c504e,98eab02e-fad1-4b54-9e19-c3606807eb98,Pedicure,46.0,40
4bc6cead-88df-49f7-9eae-9c72b86bb08f,20ae6bb1-0ab7-4813-85e3-8148affd041f,Eyebrow Wax,15.0,15
2ca185a2-6885-4214-a7d0-e20dbbf68350,20ae6bb1-0ab7-4813-85e3-8148affd041f,Cut & Style,28.0,30
79be5c18-cb08-4c37-8752-4e3aee904dfe,a1bac586-37fa-4c03-85e9-71de617262a5,Blowdry,20.0,20
41edb8ef-6cb5-474a-9a35-ecc502e6e7f3,a1bac586-37fa-4c03-85e9-71de617262a5,Manicure,26.0,20
ada9f679-4775-4e88-bab5-7a313128be33,42692c70-ba06-42d1-ad80-f8028726f255,Scalp Massage,21.0,20
0cdaf7ca-e887-4ed5-a2b7-cf0d1456e177,42692c70-ba06-42d1-ad80-f8028726f255,Pedicure,46.0,40
7a807fc0-8e88-408e-a40d-8917898d81b2,42692c70-ba06-42d1-ad80-f8028726f255,Eyebrow Tint,7.0,10
8e1483ce-8c27-4df8-a6dd-c96a36b75625,1f0f9cc3-4c6b-4aa2-a73e-b6b78f5c7a5f,Spray Tan,18.0,20
1248403e-232c-458a-a6e8-72f07df4e513,1f0f9cc3-4c6b-4aa2-a73e-b6b78f5c7a5f,Scalp Massage,21.0,20
d503de62-3789-486d-a2a9-fa47ff37be1b,dabff98f-f1a7-4a6f-ac46-f34502b04540,Manicure,26.0,20
a5cf2371-6969-49ef-a4a9-c5224244dafe,33152bd0-b3c3-48bb-b6de-406e5e6c6066,Manicure,26.0,20
4d971988-9ac7-4cc8-83a4-85f96d00d197,33152bd0-b3c3-48bb-b6de-406e5e6c6066,Eyebrow Tint,7.0,10
4fdf1c6e-85f7-4dfe-86bd-4e123e9c2f5a,33152bd0-b3c3-48bb-b6de-406e5e6c6066,Cut & Style,28.0,30
e24215f0-72c8-404b-ae85-0ed913b11788,a1e6f7c9-1a7c-4f9e-a24b-253aef326e69,Blowdry,20.0,20
e70cb16d-0805-4a9f-a457-d6dc4bb46b74,a1e6f7c9-1a7c-4f9e-a24b-253aef326e69,Cut & Style,28.0,30
77bcc8bf-c87f-410a-9ba0-c634cc7fdfc5,77bac4b3-e938-401a-bed0-696f1d0490bb,Pedicure,46.0,40
2ce68280-1ef1-4555-8281-bc6dcb714f14,ccd3410f-b8b7-4c06-97c6-f0f9d5183e03,Eyebrow Wax,15.0,15
60390da9-d9a0-45ad-b409-37c7a5a95752,3d9d8476-5fb6-411a-8db6-0657c1f7077d,Cut & Style,28.0,30
d6d7e326-8ed3-4e20-af5f-4f07c3565cb4,3d9d8476-5fb6-411a-8db6-0657c1f7077d,Cut & Style,28.0,30
ba21b62c-df51-4279-a6d4-6ef5b37a32fb,3d9d8476-5fb6-411a-8db6-0657c1f7077d,Leg Wax,40.0,40
d407ab11-8ee5-4f47-8cc0-bbfb0d50c206,b9b29e37-9136-481c-81ce-d883e5b15012,Scalp Massage,21.0,20
5b6aea9c-b8d7-422c-ba71-29d2eb5077ad,b9b29e37-9136-481c-81ce-d883e5b15012,Eyebrow Wax,15.0,15
c395c0b7-6cfe-492f-88dc-fef262c9f2f3,b9b29e37-9136-481c-81ce-d883e5b15012,Manicure,26.0,20
055848cc-48d3-440f-a32d-1103b6019d01,a89db7e7-93ba-4dca-bb82-9089959b9f1c,Eyebrow Tint,7.0,10
28962b14-a809-4958-9f99-4e2d48eac9b9,a89db7e7-93ba-4dca-bb82-9089959b9f1c,Skin Peel,60.0,60
e1f49550-9067-41e1-94d4-f522407e1904,a89db7e7-93ba-4dca-bb82-9089959b9f1c,Eyebrow Tint,7.0,10
962475de-0361-4ac3-aab9-d051907db7df,d4c22708-ce71-40a2-88a4-c305d21aa408,Eyebrow Tint,7.0,10
e63bc3d6-677f-4a61-87d4-42629f1b7b7e,d4c22708-ce71-40a2-88a4-c305d21aa408,Eyebrow Wax,15.0,15
f8eced7b-2374-40d2-89e5-af1b7a94b14d,d4c22708-ce71-40a2-88a4-c305d21aa408,Manicure,26.0,20
f4447719-df98-4160-a431-90a8a7ccdd02,a84d1981-142a-46de-88e2-569ec5201add,Skin Peel,60.0,60
0122b1a2-54cb-4236-bc2f-fa89b75e2f87,a84d1981-142a-46de-88e2-569ec5201add,Skin Peel,60.0,60
9fe7145c-f766-495d-975e-58d7360bd48d,a84d1981-142a-46de-88e2-569ec5201add,Full Head Colour,85.0,80
9672fff7-fc05-4975-a107-be9415d22650,62d6956d-1c7d-447b-8d3d-94745caac7af,Skin Peel,60.0,60
e8cb5126-9879-4ce1-97ac-822783b23f44,3941b8eb-dea3-44f8-aa41-a2370b1fe1db,Leg Wax,40.0,40
7c6cce0e-8a79-424d-b71a-95e49720572f,3941b8eb-dea3-44f8-aa41-a2370b1fe1db,Cut & Style,28.0,30
b7a945eb-b7c3-420c-966b-366a44d55e8b,3941b8eb-dea3-44f8-aa41-a2370b1fe1db,Spray Tan,18.0,20
8bdfea1c-3b62-4ffa-924a-3e05279465d0,78c9261b-860f-4edd-9882-2409b0017b17,Scalp Massage,21.0,20
39034360-984d-493b-883e-e6b2d2c85820,78c9261b-860f-4edd-9882-2409b0017b17,Scalp Massage,21.0,20
770afd24-e0fb-4606-b703-8cdd9fec6c7e,7525e4a4-dce3-4379-be27-89a8b99c2c9a,Eyebrow Tint,7.0,10
91f9aed8-7245-44b1-addb-a45ad1577e20,0024fde7-1d34-4573-b3c4-28627117cbd4,Luxury Tri-Active Facial,35.0,30
284c7734-49bc-4c7f-9d22-b8a3fd66baed,0024fde7-1d34-4573-b3c4-28627117cbd4,Eyebrow Wax,15.0,15
4a439885-f299-4eab-a60b-9aa2413fe50b,0024fde7-1d34-4573-b3c4-28627117cbd4,Pedicure,46.0,40
3531bee3-c7fc-4b4a-8f8e-0a7ab7a6f7ec,2407d7de-e0ea-4f04-ad63-46fad236c8eb,Spray Tan,18.0,20
5f9bf691-1f27-4a48-aa6e-286432b80df0,2407d7de-e0ea-4f04-ad63-46fad236c8eb,Leg Wax,40.0,40
9d683cd9-9f94-4147-8543-685c6441347f,19c38228-ce69-45b5-9557-0c4b16e993c5,Skin Peel,60.0,60
52e6a67c-8c1d-4233-b6d8-a69cc5c8854c,d3749667-7394-4309-a1a9-cd51f1bcf3a4,Cut & Style,28.0,30
3392fcd8-3fd2-44a0-8f04-4214dfa84439,d3749667-7394-4309-a1a9-cd51f1bcf3a4,Luxury Tri-Active Facial,35.0,30
701be49d-fa4b-412d-9307-4cc14aaf6bb4,9bdc5be9-3d69-4044-92c7-2717d4c626b7,Eyebrow Tint,7.0,10
805721f5-087c-4f45-99b1-f481a275be34,2bcadf7e-aed9-4418-b477-6405ce00d54d,Manicure,26.0,20
991a2c40-c965-49f6-9d7c-4c6502843a27,2bcadf7e-aed9-4418-b477-6405ce00d54d,Blowdry,20.0,20
de9b2d99-9cee-4645-933a-4903f17c2af6,31df448a-53c1-4899-9743-8c15811e713b,Blowdry,20.0,20
d98b77ff-fd31-4a9d-a9ca-8030282a0d26,31df448a-53c1-4899-9743-8c15811e713b,Eyebrow Wax,15.0,15
6be11604-8d8d-47b1-8801-751d9a634571,31df448a-53c1-4899-9743-8c15811e713b,Cut & Style,28.0,30
5b695aeb-547a-4242-b549-e79e464fcaff,6c05cf0d-0038-4ccf-9cc9-7a997f16baf9,Luxury Tri-Active Facial,35.0,30
38d40bb6-23da-407f-b340-ba56fb20f478,6c05cf0d-0038-4ccf-9cc9-7a997f16baf9,Scalp Massage,21.0,20
fc68d56c-6dee-4485-a4ca-5a6c056422c2,6c05cf0d-0038-4ccf-9cc9-7a997f16baf9,Cut & Style,28.0,30
f9e5182b-2c5d-4683-a74a-7a457e0bf5e2,9cd3a023-36fb-4d2f-880a-f223a96423e3,Spray Tan,18.0,20
72147ae9-55bc-4885-a66e-ff9636aab109,988a7943-00aa-43bf-8a58-319309c995ef,Leg Wax,40.0,40
b3e1dd38-3c47-462e-b521-cbd8c79c6ae3,988a7943-00aa-43bf-8a58-319309c995ef,Leg Wax,40.0,40
a685974a-6118-4954-98e5-0d4ddcc69d66,fdd6cc4c-eeea-4805-a5b4-5191a420ab49,Full Head Colour,85.0,80
9da0dd22-4c58-43e6-81a5-ebac9f92602b,fdd6cc4c-eeea-4805-a5b4-5191a420ab49,Cut & Style,28.0,30
19a37b4e-2982-49b0-8997-0f0e067f09d5,fdd6cc4c-eeea-4805-a5b4-5191a420ab49,Skin Peel,60.0,60
1542215a-1be5-424a-870e-f59bf21f5652,e486bf2f-64e7-47b6-a61c-4ff7048552a2,Leg Wax,40.0,40
dd1a84c5-31eb-4e25-b329-44d104c7c819,e486bf2f-64e7-47b6-a61c-4ff7048552a2,Full Head Colour,85.0,80
a9e28ccc-4f19-4c95-8399-b5827151f91d,e486bf2f-64e7-47b6-a61c-4ff7048552a2,Spray Tan,18.0,20
ec8ff095-7997-4142-8d33-2dae82db4623,e42389b4-ed0c-496c-bc00-88168507248f,Cut & Style,28.0,30
0db534b3-6b63-48ab-92ab-e82cd91c7e4a,e42389b4-ed0c-496c-bc00-88168507248f,Eyebrow Tint,7.0,10
9d7bd716-e2c9-4da3-9ad9-483fda2986ad,e42389b4-ed0c-496c-bc00-88168507248f,Full Head Colour,85.0,80
6c8ad646-56d1-43b5-b214-f74b962b12e8,7bf31254-59bd-495a-9e14-6e6a36917fac,Spray Tan,18.0,20
a02c9e46-eacf-43a4-8f42-a916ecfef936,7bf31254-59bd-495a-9e14-6e6a36917fac,Luxury Tri-Active Facial,35.0,30
97013ffc-cd5d-4033-915e-350ccd08ba8b,a2e0ea6b-0e0c-46c5-9a0e-daf5c8ad1c49,Pedicure,46.0,40
cdcedc31-968d-400f-9885-f31b68e63a32,a2e0ea6b-0e0c-46c5-9a0e-daf5c8ad1c49,Full Head Colour,85.0,80
d52e62f7-f6ae-4e1d-9879-5a92ccc47b34,453527f0-8543-40b6-a069-7d3c0e5c1758,Blowdry,20.0,20
8338fa2e-e30b-4ea3-ae81-5b5bb9575cd8,bb230831-e02e-4ad3-9131-7b930fcf2e6e,Scalp Massage,21.0,20
bef5eaf5-e0e5-4188-bf1b-3dd1da5c80f9,8094a3e0-c885-425f-823a-1c3e0fceda16,Eyebrow Wax,15.0,15
647ff104-9da9-4e68-8f25-3d03e349aa2d,8094a3e0-c885-425f-823a-1c3e0fceda16,Eyebrow Wax,15.0,15
c00c2375-d00c-4dd4-82c9-825d55857351,73de4207-0141-484b-96ff-4ca62b84307d,Pedicure,46.0,40
